comment,cleaned_comment
"Look at the graphene structure, 6 points, 6 lines, and many of these sixes. Or one can say it has 6 protons, 6 neutrons, and 6 electrons. This is the the mark of the beast 666. Also what can cause pain (Revelation 16:10) and a noisome and grievous sore (Revelation 16:2)? Only something medicinal can cause these. Not a chip implant.

Human body is 18 percent carbon. So therefore the number of a man is also 666 as 6+6+6=18.… _Revelation 13:18",look graphene structure point line many six one say proton neutron electron mark beast also cause pain revelation noisome grievous sore revelation something medicinal cause chip implant human body percent carbon therefore number man also revelation
man. i love you.,man love
Crispr technology graphene oxide and how Hydra vulgaris all working hand-in-hand and each and every one of the vaccines for covid-19,crispr technology graphene oxide hydra vulgaris working handinhand every one vaccine covid
The tree of the knowledge of good and evil. Man playing God. Best left alone.,tree knowledge good evil man playing god best left alone
Really appreciate this.....JC,really appreciate thisjc
"One thing I don't understand is how he injects himself with 'crispr' to modify his genes in attempt to create enhanced muscle growth. However, on his website he 'plugs' , so called ""odin""; he doesn't sell, nor does he talk about, such therapy on his website odin... will someone please elaborate?",one thing dont understand injects crispr modify gene attempt create enhanced muscle growth however website plug called odin doesnt sell talk therapy website odin someone please elaborate
"Brilliant video thank you, I am definitely using your video as aback link, it needs to be seen by more people",brilliant video thank definitely using video aback link need seen people
Thank you very much! Indeed very helpful!,thank much indeed helpful
here before the humanity ends,humanity end
great job,great job
"Fantastic video, sir. Thank you.",fantastic video sir thank
YOU JUST SAVED MY LIFE THANKYOU,saved life thankyou
"I do not usually comment, but this was some amazing work",usually comment amazing work
Any applications on Crohn's disease?? Tks,application crohn disease tks
Absolutely awesome so well explained thanks ! From a French Biotechnology master's degree student,absolutely awesome well explained thanks french biotechnology master degree student
Looks like the bug they found in the jab vile this week.,look like bug found jab vile week
Great! Just some feedback: Please speak a little slower. I put the speed at 0.75 as it went a touch fast. Maybe just me. The overall explanation was very helpful. Thank you for sharing!,great feedback please speak little slower put speed went touch fast maybe overall explanation helpful thank sharing
Is the covid vaccine crispr research?,covid vaccine crispr research
Can the Crispr method help in fighting viruses like Covid and Malaria?,crispr method help fighting virus like covid malaria
Thank you! It was really helpful and engaging!,thank really helpful engaging
"yeah sure, that was helpful!",yeah sure helpful
Now explain the mRNA vaccine.,explain mrna vaccine
"You observed that the CRISPR knock-out of protein X either promotes or represses RNA polymerase II transcription, depending on the gene. Which experiments would you carry out to reveal the mechanism for this differential activity?",observed crispr knockout protein x either promotes represses rna polymerase ii transcription depending gene experiment would carry reveal mechanism differential activity
Yea you are not God. Stop this.,yea god stop
I found this useful .Thank you,found useful thank
"Sick minded people.They're sickening us with the COVID Jabs to ""treat"" the elite later with DNA interference.I thought after banning cloning we'd never live a nightmare again.",sick minded peopletheyre sickening u covid jab treat elite later dna interferencei thought banning cloning wed never live nightmare
"Nice instructional video. I would not have been able to follow you but for my background in developing PCR equipment in the 90s   Maybe edit it and include something about the DNA structure  you know phosphates  and sugars and Base Pairs made up of  AGCT and  of course U for RNA. 
Given all the wild  and sometimes seemingly insane garbage flooding the web arising as  knee-jerk reactions  to the inept and  clumsy  messaging from  our  national medical establishment  People really  do need things explained to them and no one is doing it.",nice instructional video would able follow background developing pcr equipment maybe edit include something dna structure know phosphate sugar base pair made agct course u rna given wild sometimes seemingly insane garbage flooding web arising kneejerk reaction inept clumsy messaging national medical establishment people really need thing explained one
