cleaned_comment,sentiment_score,sentiment
solar mass bh star forming tightly compacted ball lot gravity freaking ball star tightly compacted ball pull another star gon na solar mass black hole like apple falling tree doesnt fall space hit earth fall black hole pretty quickly face smash ball compacted star einstein forget time,0.1027,positive
prefer black hole better sex,0.4404,positive
black hole universe compressing encrypting data else store everything forever,0.0,neutral
big bang,0.0,neutral
hehe,0.0,neutral
could reconstruct black hole wouldnt also implicate nothing truly erased existence,-0.3412,negative
dont exist nice hairdo,-0.3252,negative
brian mentioning hawking radiation within singularity within event horizon thinking sound awfully similar topological qubits exist im way stupid know mean correlation anyone smarter would explain im right track thought,-0.1027,negative
ask anyone seen anything dissapear black hole could offer proof theoretical fantasy,0.0,neutral
brian cox awesome always question since time stop event horizon one collide event horizon wouldnt witness passage eternity happening around wouldnt appear freeze image moment everything around could observe question hawking radiation caused matterantimatter particle pair separated moment instantiation proximity event horizon wouldnt probability matter antimatter component phenomenon ingested black hole exactly would follow black hole wouldnt evaporate simply replaced new material component,0.3352,positive
