cleaned_comment,sentiment_score,sentiment
hahahahahahaha,0.0,neutral
blip could moon orbiting planet,0.0,neutral
earth moon event ok bye bye,0.296,positive
could black hole pulling giant gas cloud material somewhere earth tabby star,0.0,neutral
wouldnt alien natural explanation exist clearly,0.1506,positive
comet headed way thus reason behind deep dip read revelation say star fall sky sun give light moon discolored earthquake never demonstration would quickly easily rather reach alien explanation hand god whose explanation actually though far fun exciting find alien truth god existence yep appear baffling headed way yep yepper ok since im science talk expect bashing come speaking scientifically though say like hadnt brought lay people take look wouldnt seen wrong assume law physic govern planet every planetary object universe assume scientist see everything computer cant wrong clearly fallacy acknowledged led discovery think formula used discover even start humble,0.9785,positive
black hole passing front star mistaking planet,-0.2732,negative
also important note star dilithium crystal activator remission would cause dip earth computer detection unit happened romulus borg quadrant saying,0.2023,positive
nope nope alien,0.0,neutral
morris code,0.0,neutral
couldnt something like dark matter comet good answer floating rock space seems quite common,0.224,positive
saw title assumed going johnny depp pleasant surprise,0.6597,positive
planet local asteroid yet unknown object like dwarf planet still hypothetic planet x solar system dimming light star could happen,0.3612,positive
per wikipedia january distant stellarmass companion reported making tabby star binary stellar system,0.0,neutral
law physic believe work earth bc may technology head u bend time,0.0,neutral
comet black hole rotating,0.0,neutral
alien look ocean,0.0,neutral
say discount idea alien focus pure natural science instead,0.3612,positive
consider orbit time planet year wouldnt possibly catch transit system likely multiple planet happen orbit create dip quite possibly caught perfect time two three planet transiting even asteroid belt blocking light would say probable life advanced harvest power sun scale would likely make home world iceball,0.6666,positive
would rule dyson sphere simple fact being advanced enough build structure would sourced alternate method energy creation well exhausting resource taxing mega structure make great science fiction though,0.836,positive
really dont know like anyone else,-0.3343,negative
mysterious indeed,0.0,neutral
carl sagan made nasa turn camera around take famous blue dot picture extreme distance belief dot center spiritual activity universe rather absurd compared sand particle beach,0.0,neutral
ah opposite occam razor solution one complex univariable one requiring super advanced civilization happen looking direction time target could selected could also looking spot sky would yield looking dyson constructed noise asteroid interesting,0.872,positive
could planetary society build structure billion time size construction material supply,0.0,neutral
something casted shadow light,0.0,neutral
maybe transiting object planet many moon say like jupiter saturn many moon moon could align block light star asymmetrically didnt astronomer think,-0.1027,negative
im scientist mean could star doesnt give consistent light star could also giving kind plume block light oh never mind go back corner folk great next year,0.7906,positive
could black hole wondering around prevent star light like possible bec regular planet clearly right,0.6486,positive
want know,0.0772,positive
said word like youve excluded everything else whatever left matter unlikely youre facing well tabetha logically scientifically excluded everything except alien im wearing tin foil hat im extremely sceptical alien report etc also ive considered one thing tabetha didnt look basically true shed part whether elaborate hoax considered friend ive discussed excluded possibility would way many people didnt know stood gain nothing involved hoax viable could also course phenomonen universe havent yet discovered understand couldnt discount either like tabetha could sucessfully exclude alien far say struggled accpet would surely one thing certain need remember whatever observed happened year ago star light year earth alien constructed dyson spehere maybe theyd looking u thousand year ago perhaps may thought let go take look theyd surely tech worm hole tech etc maybe mind blowing stuff indeed,-0.459,negative
