comment,cleaned_comment
"When Brian was mentioning Hawking Radiation within the singularity and within the event horizon, I was thinking that sounds awfully similar to how topological qubits exist. I’m way too stupid to know what that means, or if there is any correlation. Anyone smarter than me that would explain if I’m on the right track with that thought?",brian mentioning hawking radiation within singularity within event horizon thinking sound awfully similar topological qubits exist im way stupid know mean correlation anyone smarter would explain im right track thought
"I do have to ask, has anyone seen anything dissapear down a black hole , if so could you offer any proof ,, until then its just theoretical fantasy ,",ask anyone seen anything dissapear black hole could offer proof theoretical fantasy
"Brian Cox being awesome as always...

Question 1: Since time stops at the event horizon, 
if one were to collide with it (the event horizon)
wouldn't you witness all of the passage of eternity happening all around you at once? 
And wouldn't you appear to freeze into an image of yourself at that moment to everything around that could observe you?

Question 2: If Hawking radiation is caused by matter/anti-matter particle pairs being separated at the moment of instantiation by their proximity to the event horizon, 
wouldn't the probability of the matter or anti-matter component of that phenomenon being ingested by the black hole be exactly the same? 
And then it would follow that the black hole wouldn't evaporate but simply be replaced by new material components.",brian cox awesome always question since time stop event horizon one collide event horizon wouldnt witness passage eternity happening around wouldnt appear freeze image moment everything around could observe question hawking radiation caused matterantimatter particle pair separated moment instantiation proximity event horizon wouldnt probability matter antimatter component phenomenon ingested black hole exactly would follow black hole wouldnt evaporate simply replaced new material component
Think positive ❤😂,think positive
"My repulsive gravity paper titled
A First-Principles Model of Gravitational Polarity Flip at Cosmological Distances
can be viewed at Zenodo",repulsive gravity paper titled firstprinciples model gravitational polarity flip cosmological distance viewed zenodo
"The Penrose diagram is HSBC bank logo! 
Eyes of the snake.",penrose diagram hsbc bank logo eye snake
"Great learning and thinking platform! Thank you for this, it made me think a little deeper although sometimes it feels very lonely being the only one in my friend and family circle that has the ambition to go through life without horse blinders!❤",great learning thinking platform thank made think little deeper although sometimes feel lonely one friend family circle ambition go life without horse blinder
Why are black holes assigned to Singularity when there is absolutely no reason for it?,black hole assigned singularity absolutely reason
I don’t want him to talk because he’s my period in that maxi pad and my half babies shouldn’t have a larynx yet,dont want talk he period maxi pad half baby shouldnt larynx yet
Im high as fuck and this is hevenly,im high fuck hevenly
Some black holes will suck u in & never let you go.,black hole suck u never let go
"It is as the PI have always said:

Once Black Hole Cosmology becomes mainstream cosmology, Illuminism will win by proxy.

Accepting black hole cosmology would mean accepting that the universe is inherently informational—which means that idealism is true.

If our universe is the interior of a black hole, and all objects within it are merely projections of information stored at the boundary, then matter as a primary ontological category does not exist.

""Matter"" is naught but encoded information. Space-time are but emergent effects, not fundamental entities. What we perceive as 3D space and time is a projection from information stored in the event horizon, as the Bekenstein-Hawking entropy formula suggests. And if matter is just information, then what is processing that information?

The ΛCDM (Lambda-Cold Dark Matter) cosmological model has been the standard for decades, but we'll see it collapse within our lifetimes. The myriads of holes in ΛCDM such as Dark Matter, Dark Energy, Isotropy, Homogeneity, etc, are all addressed with black hole cosmology.

Once we start conducting quantum gravity experiments that show space-time is an emergent phenomenon from entanglement, the shift is nigh. If we can model black hole interiors through quantum computations, simulate space-time emergence, and compare those findings with cosmological data, the idea of space-time being the fundamental reality will be as embarrassingly antiquated as geocentrism.

Once that breakthrough happens, the acceptance of consciousness as a non-local phenomenon will naturally follow, as we'd have to conclude that this quantum information is itself ""experiential"" in nature. Panpsychism finally reigns supreme!

Then, as Illuminists, our duty is to keep an eye on the physics. Staying in the best health for the next 25 years is of the utmost importance, because once Black Hole Cosmology is mainstream, quantum biology will take center stage and significantly aid anti-aging efforts. Then we will truly be as gods!

Science will come along to the ideas of Mike Hockney soon or later.

r/TheGrailSearch for discussions",pi always said black hole cosmology becomes mainstream cosmology illuminism win proxy accepting black hole cosmology would mean accepting universe inherently informationalwhich mean idealism true universe interior black hole object within merely projection information stored boundary matter primary ontological category exist matter naught encoded information spacetime emergent effect fundamental entity perceive space time projection information stored event horizon bekensteinhawking entropy formula suggests matter information processing information cdm lambdacold dark matter cosmological model standard decade well see collapse within lifetime myriad hole cdm dark matter dark energy isotropy homogeneity etc addressed black hole cosmology start conducting quantum gravity experiment show spacetime emergent phenomenon entanglement shift nigh model black hole interior quantum computation simulate spacetime emergence compare finding cosmological data idea spacetime fundamental reality embarrassingly antiquated geocentrism breakthrough happens acceptance consciousness nonlocal phenomenon naturally follow wed conclude quantum information experiential nature panpsychism finally reign supreme illuminists duty keep eye physic staying best health next year utmost importance black hole cosmology mainstream quantum biology take center stage significantly aid antiaging effort truly god science come along idea mike hockney soon later rthegrailsearch discussion
